,BHK,Rent,Size,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,FloorNo,TotalFloor
1292,3,15000,800,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,4
1293,3,8000,1500,Carpet Area,Delhi,Unfurnished,Bachelors/Family,3,Contact Owner,1,1
1294,1,10000,30,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner,1,5
1295,1,8500,55,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
1296,2,13000,1000,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
1297,1,6000,360,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
1298,1,7000,450,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner,1,4
1299,1,4500,400,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
1300,3,15000,950,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,3
1301,1,15000,497,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,3,4
1302,3,13000,100,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,4
1303,2,10000,70,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,4
1304,2,10000,55,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
1305,1,6500,300,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,4,5
1306,1,7000,400,Carpet Area,Delhi,Unfurnished,Bachelors,1,Contact Owner,2,4
1307,2,7000,500,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
1308,4,17401,650,Super Area,Delhi,Furnished,Bachelors/Family,2,Contact Owner,4,4
1309,1,5500,630,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner,Ground,2
1310,2,7000,500,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
1311,2,13000,95,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,4
1312,2,17000,800,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,2,4
1313,2,16000,50,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
1314,1,9500,400,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner,2,4
1315,1,5000,450,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
1316,1,8500,600,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,Contact Owner,1,4
1317,1,11000,350,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner,2,5
1318,2,14000,100,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
1319,1,5000,500,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,4
1320,1,10000,500,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,3,4
1321,1,11000,500,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,4
1322,2,17000,80,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,4
1323,2,13000,400,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,Ground,4
1324,2,13000,900,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,3
1325,1,11000,480,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,4,5
1326,1,13000,180,Carpet Area,Delhi,Unfurnished,Bachelors,1,Contact Owner,2,2
1327,1,9000,550,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,1,4
1328,2,14500,1400,Super Area,Delhi,Unfurnished,Bachelors,1,Contact Owner,3,4
1329,4,15000,120,Super Area,Delhi,Furnished,Bachelors/Family,4,Contact Owner,Ground,2
1330,2,7500,450,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
1331,1,13500,520,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner,Ground,4
1332,1,14000,850,Super Area,Delhi,Semi-Furnished,Bachelors,1,Contact Owner,2,4
1333,2,18000,850,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,1,4
1334,2,14000,585,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,4
1335,1,4000,120,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
1336,2,10000,500,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,3
1337,1,7500,200,Carpet Area,Delhi,Unfurnished,Bachelors,1,Contact Agent,2,4
1338,1,17000,550,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,4
1339,1,18000,650,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,2,4
1340,1,10000,50,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner,3,4
1341,2,15000,550,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,4,4
1342,2,16500,90,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,5
1343,1,7500,150,Carpet Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner,4,4
1344,2,6000,450,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
1345,2,18000,750,Carpet Area,Delhi,Unfurnished,Bachelors,2,Contact Owner,4,4
1346,2,18000,975,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,3
1347,3,8000,106,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,4
1348,2,14000,750,Super Area,Delhi,Furnished,Bachelors/Family,2,Contact Owner,4,6
1349,2,11000,80,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
1350,1,9000,500,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
1351,1,6000,400,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2,4
1352,1,5000,450,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,4
1353,1,10000,450,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2,4
1354,3,15000,100,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,4
1355,2,13500,550,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,4
1356,1,5500,400,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
1357,1,14000,60,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner,1,5
1358,4,18000,900,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,3,5
1359,2,9300,500,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2,4
1360,2,7500,400,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,Contact Owner,2,3
1361,2,13000,70,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2,4
1362,2,8500,60,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
1363,2,12000,900,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
1364,2,13500,700,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
1365,1,9500,400,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,2
1366,2,9000,450,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
1367,2,13000,400,Carpet Area,Delhi,Unfurnished,Bachelors,1,Contact Agent,2,4
1368,2,7000,500,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,5
1369,1,18000,450,Carpet Area,Delhi,Furnished,Bachelors/Family,1,Contact Agent,1,4
1370,1,3500,350,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
1371,1,19000,545,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner,2,3
1372,1,12000,600,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner,2,4
1373,2,15000,75,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,3,4
1374,1,6500,500,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,3,3
1375,2,15000,70,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,5
1376,2,10000,70,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,1,5
1377,1,18000,300,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,3,4
1378,1,16000,400,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,3,4
1379,2,9000,480,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,4
1380,2,19500,84,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,2,4
1381,2,13000,720,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
1382,2,6500,75,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,1
1383,3,18000,900,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,4
1384,1,13000,550,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,3
1385,2,10000,450,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner,4,5
1386,2,10000,470,Super Area,Delhi,Furnished,Bachelors/Family,2,Contact Owner,2,4
1387,2,14000,800,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,3,5
1388,2,7000,50,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner,2,5
1389,2,18500,1000,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,5
1390,1,8500,550,Carpet Area,Delhi,Unfurnished,Bachelors,1,Contact Agent,2,3
1391,1,8000,450,Carpet Area,Delhi,Unfurnished,Bachelors,1,Contact Agent,Ground,4
1392,2,10000,670,Super Area,Delhi,Furnished,Bachelors/Family,2,Contact Owner,2,4
1393,2,15000,700,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,3
1394,2,12000,650,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,2,4
1395,2,13000,550,Carpet Area,Delhi,Unfurnished,Bachelors,2,Contact Agent,1,4
1396,1,4000,90,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
1397,2,12000,1000,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,1,4
1398,1,9000,65,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,3,4
1399,2,14000,75,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2,4
1400,1,15000,250,Carpet Area,Delhi,Furnished,Bachelors,1,Contact Agent,Ground,4
1401,2,12500,900,Super Area,Delhi,Unfurnished,Bachelors,2,Contact Owner,3,4
1402,2,9500,650,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,3
1403,2,15000,900,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,5
1404,1,12000,800,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,5
1405,1,8000,410,Carpet Area,Delhi,Unfurnished,Bachelors,1,Contact Owner,2,4
1406,1,6500,300,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner,3,3
1407,2,17000,750,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,1,4
1408,1,9300,450,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,1,4
1409,2,7500,410,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2,4
1410,3,18000,120,Super Area,Delhi,Furnished,Bachelors/Family,3,Contact Owner,4,5
1411,1,15000,650,Carpet Area,Delhi,Furnished,Bachelors,1,Contact Agent,2,4
1412,2,13000,400,Carpet Area,Delhi,Unfurnished,Bachelors,1,Contact Agent,2,4
1413,3,12000,700,Super Area,Delhi,Furnished,Bachelors/Family,2,Contact Owner,1,3
1414,2,8000,600,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,4,5
1415,3,18000,110,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,1,5
1416,1,10000,240,Super Area,Delhi,Semi-Furnished,Bachelors,1,Contact Owner,4,5
1417,2,18000,900,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,Ground,4
1418,2,17000,650,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,2,4
1419,3,16500,1250,Carpet Area,Delhi,Unfurnished,Bachelors,2,Contact Agent,2,4
1420,2,14000,60,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Owner,3,3
1421,2,18000,90,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,3,4
1422,2,10000,55,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,3,4
1423,2,10000,50,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
1424,2,6000,500,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
1425,1,13000,40,Carpet Area,Delhi,Furnished,Bachelors/Family,1,Contact Agent,3,3
1426,1,14000,100,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Agent,3,3
1427,1,5500,200,Carpet Area,Delhi,Furnished,Bachelors,1,Contact Owner,1,4
1428,2,8000,750,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,4
1429,1,12000,400,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,2,4
1430,1,15000,70,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
1431,1,18000,450,Carpet Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner,,
1432,2,18000,900,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,3,4
1433,1,10000,42,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,3
1434,1,16000,400,Carpet Area,Delhi,Furnished,Bachelors/Family,1,Contact Agent,2,4
1435,1,7000,70,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,4
1436,2,15000,900,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,4
1437,1,8000,500,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,5
1438,1,9000,400,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,2,3
1439,1,9500,450,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
1440,2,10000,540,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,4
1441,1,10000,450,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,2,4
1442,1,15000,700,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,4,5
1443,2,16000,550,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,1,4
1444,1,9000,600,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,1,4
1445,1,11000,450,Super Area,Delhi,Semi-Furnished,Bachelors,1,Contact Owner,3,4
1446,2,11500,550,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,2,4
1447,3,16000,1000,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,1,4
1448,1,3500,25,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,3,4
1449,2,12100,700,Carpet Area,Delhi,Unfurnished,Bachelors,1,Contact Agent,3,4
1450,2,19000,1800,Carpet Area,Delhi,Unfurnished,Bachelors,1,Contact Owner,1,2
1451,2,8000,200,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
1452,3,13000,70,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,4
1453,1,11000,450,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,Contact Agent,1,4
1454,2,13000,650,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,2,4
1455,2,17500,650,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,4
1456,3,14500,1250,Carpet Area,Delhi,Unfurnished,Bachelors/Family,3,Contact Agent,1,4
1457,1,10000,500,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
1458,1,10000,500,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,3,4
1459,1,5500,30,Carpet Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner,2,3
1460,1,6000,50,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,Contact Owner,3,4
1461,1,5500,200,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2,4
1462,2,7000,350,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
1463,2,10000,700,Super Area,Delhi,Unfurnished,Bachelors,1,Contact Owner,Ground,1
1464,1,17000,400,Carpet Area,Delhi,Furnished,Bachelors/Family,1,Contact Agent,3,4
1465,1,18000,700,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,5
1466,2,14000,1000,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,1,4
1467,1,17000,450,Carpet Area,Delhi,Furnished,Bachelors/Family,1,Contact Agent,1,4
1468,1,10000,200,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
1469,1,7000,200,Carpet Area,Delhi,Unfurnished,Bachelors,1,Contact Agent,1,4
1470,1,5000,300,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,Ground,4
1471,2,5000,550,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,3,4
1472,2,12000,950,Super Area,Delhi,Semi-Furnished,Bachelors,1,Contact Owner,2,2
1473,1,6000,350,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,1,4
1474,2,8500,60,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,5
1475,2,16500,950,Carpet Area,Delhi,Unfurnished,Bachelors,1,Contact Agent,2,4
1476,1,12500,450,Carpet Area,Delhi,Furnished,Bachelors/Family,1,Contact Agent,2,3
1477,2,14000,600,Super Area,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,3,4
1478,1,15000,350,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
1479,1,5000,300,Carpet Area,Delhi,Furnished,Bachelors,1,Contact Owner,1,3
1480,1,17000,550,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner,3,3
1481,3,15000,900,Super Area,Delhi,Furnished,Bachelors/Family,3,Contact Owner,1,3
1482,1,6000,25,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,4,6
1483,2,18000,80,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
1484,2,7500,77,Super Area,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,3,4
1485,2,10000,60,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,4
1486,1,9000,100,Super Area,Delhi,Furnished,Bachelors/Family,1,Contact Owner,1,1
1487,2,12000,500,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,1,4
1488,2,10500,500,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,3
1489,1,9000,250,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,3
1490,2,9000,700,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,4,5
1491,2,12500,500,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,4
1492,2,15000,1100,Super Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,1,2
1493,2,6500,1000,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,1
1494,1,15000,650,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,2
1495,2,15000,1000,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,17,31
1496,2,7600,700,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
1497,2,12000,600,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,1,3
1498,2,10500,1080,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
1499,2,10000,950,Super Area,Chennai,Unfurnished,Family,2,Contact Owner,1,2
1500,2,14000,1300,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
1501,2,6000,600,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
1502,2,10000,600,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
1503,2,10000,810,Carpet Area,Chennai,Unfurnished,Bachelors,1,Contact Owner,Ground,1
1504,2,15000,1200,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
1505,1,11000,550,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,4
1506,2,15000,850,Super Area,Chennai,Furnished,Bachelors/Family,1,Contact Owner,Ground,2
1507,2,6000,900,Super Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,1,1
1508,1,6500,500,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
1509,2,12000,800,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,3
1510,2,15000,1500,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,1
1511,1,7000,400,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
1512,2,7000,450,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
1513,1,6500,500,Super Area,Chennai,Furnished,Bachelors/Family,1,Contact Owner,1,3
1514,2,9000,770,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
1515,1,4500,150,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,2
1516,2,12000,850,Super Area,Chennai,Unfurnished,Family,2,Contact Owner,Ground,2
1517,2,18000,1100,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,Ground,3
1518,2,8000,650,Carpet Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,1
1519,1,5000,550,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1,1
1520,2,14000,1000,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
1521,1,6500,250,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,5
1522,2,10000,790,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,2
1523,2,13000,600,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
1524,2,11200,700,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,2
1525,1,8900,550,Carpet Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,1
1526,1,12000,500,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
1527,2,11000,970,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,Ground,2
1528,2,15000,700,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
1529,2,15000,674,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,Ground,3
1530,2,10000,750,Carpet Area,Chennai,Unfurnished,Family,2,Contact Owner,Ground,1
1531,2,12000,1000,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
1532,2,10000,1030,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
1533,2,12000,985,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,3,17
1534,2,10000,1200,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,1
1535,2,15000,900,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,3
1536,2,9000,800,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
1537,2,13000,680,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,1
1538,2,15000,800,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
1539,2,12000,875,Super Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,2,2
1540,2,10000,950,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1,1
1541,2,16000,850,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,2
1542,1,6000,700,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
1543,1,6000,450,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,4
1544,1,6500,400,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,2,2
1545,2,8000,800,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
1546,2,12500,600,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
1547,2,11000,800,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
1548,2,15000,700,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Agent,1,2
1549,2,8000,800,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
1550,1,7500,560,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,2,4
1551,1,14000,420,Carpet Area,Chennai,Unfurnished,Bachelors,1,Contact Owner,1,1
1552,2,15000,1000,Built Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,1,2
1553,3,12000,930,Super Area,Chennai,Semi-Furnished,Family,2,Contact Owner,2,8
1554,2,15000,1200,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,1,3
1555,1,6000,350,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,2
1556,2,13500,1210,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,14,29
1557,2,10000,750,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,1
1558,3,15000,1150,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,2
1559,2,11000,800,Carpet Area,Chennai,Unfurnished,Family,2,Contact Owner,1,1
1560,2,12000,930,Carpet Area,Chennai,Furnished,Family,2,Contact Owner,1,4
1561,2,15000,2800,Carpet Area,Chennai,Unfurnished,Family,2,Contact Owner,Lower Basement,1
1562,2,16000,650,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
1563,2,10000,770,Super Area,Chennai,Unfurnished,Family,1,Contact Owner,1,2
1564,2,10000,950,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
1565,3,15000,1250,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
1566,1,9000,400,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
1567,2,9000,575,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
1568,2,15000,1234,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,14
1569,2,12000,870,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,2
1570,3,15000,2200,Super Area,Chennai,Unfurnished,Bachelors,3,Contact Owner,1,2
